Name,CPUCount,MemoryGB,DiskCapacity (GB),IPs/MACs,IP Address,CenOS Release,Chef Run List,Owner,Priority (1-3),Kill?,Replace,Notes,,,,,
cam-zk1,2,2,30,"10.10.80.7, fe80::250:56ff:feaa:1f8",10.10.80.7,centos 6.4,[tlc-zookeeper],,,,,,,,,,
cam-z9-svc1,2,3,30,"10.10.80.56, fe80::250:56ff:feaa:151f",10.10.80.56,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z8-svc1,2,3,30,"10.10.80.157, fe80::250:56ff:feaa:36da",10.10.80.157,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z7-svc1,2,3,30,"10.10.80.147, fe80::250:56ff:feaa:76fd",10.10.80.147,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z6-svc1,2,3,30,"10.10.80.207, fe80::250:56ff:feaa:7c1d",10.10.80.207,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z4-svc1,2,3,30,"10.10.80.41, fe80::250:56ff:feaa:3852",10.10.80.41,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z3-svc1,2,3,30,"10.10.80.33, fe80::250:56ff:feaa:7f3d",10.10.80.33,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z2-svc1,2,3,30,"10.10.80.28, fe80::250:56ff:feaa:90",10.10.80.28,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-z1-svc1,2,3,30,"10.10.80.32, fe80::250:56ff:feaa:1d",10.10.80.32,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-svc1,2,3,30,"10.10.80.31, fe80::250:56ff:feaa:7a9c",10.10.80.31,centos 6.4,[tlc-zone-services],,,,,,,,,,
cam-gsvc1,2,3,30,"10.10.80.46, fe80::250:56ff:feaa:426f",10.10.80.46,centos 6.4,[tlc-zone-services::gateway],,,,,,,,,,
cam-vm-v2,2,3,50.0223398208618,"10.10.89.62, fe80::20c:29ff:fefe:5961",10.10.89.62,centos 5.8,[tlc-voicemail-api],,,,,,,,,,
ams-v1,2,2.5,30,"10.131.10.30, fe80::250:56ff:feaa:63ba",10.131.10.30,centos 6.4,[tlc-voicemail-api],,,,,,,,,,
cam-vm-vt3,8,64,1124,"10.17.89.12, fe80::250:56ff:feaa:953, 10.10.89.144, fe80::250:56ff:feaa:4797",10.10.89.144,centos 6.3,[tlc-vertica-node],,,,,,,,,,
cam-vm-vt2,8,64,1124,"10.17.89.11, fe80::250:56ff:feaa:952, 10.10.89.4, fe80::250:56ff:feaa:477b",10.10.89.4,centos 6.3,[tlc-vertica-node],,,,,,,,,,
cam-vm-vt1,8,64,1124,"10.17.89.10, fe80::250:56ff:feaa:951, 10.10.89.209, fe80::250:56ff:feaa:4779",10.10.89.209,centos 6.3,[tlc-vertica-node],,,,,,,,,,
cam-ucapi2,2,5,60,"10.10.80.113, fe80::250:56ff:feaa:4547, 66.151.176.108, fe80::250:56ff:feaa:202d",66.151.176.108,centos 6.4,[tlc-ucapi::tpn-webapi-broker] [tlc-ucapi::httpd],,,,,,,,,,
cam-ucapi1,2,5,60,"10.10.80.112, fe80::250:56ff:feaa:79bd, 66.151.176.107, fe80::250:56ff:feaa:7764",66.151.176.107,centos 6.4,[tlc-ucapi::tpn-webapi-broker] [tlc-ucapi::httpd],,,,,,,,,,
cam-sms2,2,4.5,30,"10.10.89.181, fe80::250:56ff:feaa:c54, 66.151.176.5, fe80::250:56ff:feaa:20a0",66.151.176.5,centos 6.4,[tlc-ucapi::tpn-sms-server],,,,,,,,,,
cam-sms1,2,4.5,30,"10.10.89.184, fe80::250:56ff:feaa:47a7, 66.151.176.4, fe80::250:56ff:feaa:daa",66.151.176.4,centos 6.4,[tlc-ucapi::tpn-sms-server],,,,,,,,,,
cam-app5,2,4,30,"10.10.80.170, fe80::250:56ff:feaa:dff",10.10.80.170,centos 6.4,[tlc-ucapi::tpn-event-processor],,,,,,,,,,
cam-app4,2,4,30,"10.10.80.169, fe80::250:56ff:feaa:3d23",10.10.80.169,centos 6.4,[tlc-ucapi::tpn-event-processor],,,,,,,,,,
cam-app3,2,4,30,"10.10.80.136, fe80::250:56ff:feaa:192",10.10.80.136,centos 6.4,[tlc-ucapi::tpn-event-processor],,,,,,,,,,
cam-app1,2,6,30,"10.10.80.24, fe80::250:56ff:feaa:f4a",10.10.80.24,centos 6.4,[tlc-ucapi::host_lookup] [tlc-ucapi::tpn-polycom-event-listener] [tlc-ucapi::tpn-event-listener] [tlc-ucapi::tpn-event-processor] [tlc-ucapi::tpn-message-sync-service],,,,,,,,,,
cam-app2,2,6,30,"10.10.80.27, fe80::250:56ff:feaa:33a0",10.10.80.27,centos 6.4,[tlc-ucapi::host_lookup] [tlc-ucapi::tpn-polycom-event-listener] [tlc-ucapi::tpn-event-listener] [tlc-ucapi::tpn-event-processor],,,,,,,,,,
cam-vm-i3,2,5,30,"10.10.89.132, fe80::250:56ff:feaa:40b0, 66.151.176.133, fe80::250:56ff:feaa:40af",66.151.176.133,centos 6.3,[tpn-base][tlc-tcc],,,,,,,,,,
cam-vm-i5,2,6,30,"10.10.89.162, fe80::250:56ff:feaa:4ed2, 66.151.176.33, fe80::250:56ff:feaa:4ed3",66.151.176.33,centos 6.3,[tlc-tcc],,,,,,,,,,
cam-z9-i1,2,5,30,"10.10.89.89, fe80::250:56ff:feaa:5da9, 66.151.176.186, fe80::250:56ff:feaa:7ae",66.151.176.186,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-z8-i1,2,7,30,"10.10.80.155, fe80::250:56ff:feaa:1f4f, 66.151.176.123, fe80::250:56ff:feaa:6b0",66.151.176.123,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-z7-i1,2,7,30,"10.10.80.145, fe80::250:56ff:feaa:3cf9, 66.151.176.81, fe80::250:56ff:feaa:6ca0",66.151.176.81,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-z6-i1,2,6,30,"10.10.80.205, fe80::250:56ff:feaa:3aec, 66.151.176.144, fe80::250:56ff:feaa:7e57",66.151.176.144,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-z4-i1,2,7,30,"10.10.80.39, fe80::250:56ff:feaa:1435, 66.151.176.61, fe80::250:56ff:feaa:4ec9",66.151.176.61,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-z3-i1,2,9,25,"10.10.89.129, fe80::250:56ff:feaa:789a, 66.151.176.115, fe80::250:56ff:feaa:4c8b",66.151.176.115,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-z2-i2,2,12,30,"10.10.89.218, fe80::250:56ff:feaa:28bd, 66.151.176.230, fe80::250:56ff:feaa:1b2e",66.151.176.230,centos 6.4,[tlc-tcc],,,,,,,,,,
cam-storm3,2,5,16,"10.10.80.23, fe80::250:56ff:feaa:7c36",10.10.80.23,centos 6.4,[tlc-storm],,,,,,,,,,
cam-storm2,2,5,30,"10.10.80.18, fe80::250:56ff:feaa:2819",10.10.80.18,centos 6.4,[tlc-storm],,,,,,,,,,
cam-storm1,2,6,30,"10.10.80.15, fe80::250:56ff:feaa:1b86",10.10.80.15,centos 6.4,[tlc-storm::nimbus],,,,,,,,,,
cam-solr1,2,1,30,"10.10.80.109, fe80::250:56ff:feaa:5cc5",10.10.80.109,centos 6.4,[tlc-solr::portal],,,,,,,,,,
cam-redis3,1,2,30,"10.10.80.104, fe80::250:56ff:feaa:53",10.10.80.104,centos 6.4,[tlc-redis],,,,,,,,,,
cam-pentaho-di1,2,4,30,"10.10.80.57, fe80::250:56ff:feaa:2719",10.10.80.57,centos 6.4,[tlc-pentaho-di],,,,,,,,,,
cam-ldap-read1,1,3,30,"10.10.89.64, fe80::250:56ff:feaa:407e",10.10.89.64,centos 6.4,[tlc-openldap-slave],,,,,,,,,,
cdn-dev-ldap1,1,1,30,"10.10.222.8, fe80::250:56ff:feaa:7a7",10.10.222.8,centos 6.4,[tlc-openldap-master],,,,,,,,,,
cam-z1-j1,2,4,30,"10.10.89.221, fe80::250:56ff:feaa:27a6, 66.151.176.227, fe80::250:56ff:feaa:27b2",66.151.176.227,centos 6.3,[tlc-openfire],,,,,,,,,,
cam-vm-j4,2,4,20,"10.10.89.187, fe80::250:56ff:feaa:4ed6, 66.151.176.49, fe80::250:56ff:feaa:4ed7",66.151.176.49,centos 6.3,[tlc-openfire],,,,,,,,,,
cam-z9-j1,2,4,30,"10.10.89.102, fe80::250:56ff:feaa:42a0, 66.151.176.187, fe80::250:56ff:feaa:6b45",66.151.176.187,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-z8-j1,2,4,30,"10.10.80.156, fe80::250:56ff:feaa:500c, 66.151.176.124, fe80::250:56ff:feaa:6387",66.151.176.124,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-z7-j1,2,4,30,"10.10.80.146, fe80::250:56ff:feaa:51f9, 66.151.176.82, fe80::250:56ff:feaa:1f82",66.151.176.82,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-z6-j1,2,4,30,"10.10.80.206, fe80::250:56ff:feaa:6e55, 66.151.176.146, fe80::250:56ff:feaa:6a29",66.151.176.146,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-z4-j1,2,4,30,"10.10.80.40, fe80::250:56ff:feaa:17b8, 66.151.176.62, fe80::250:56ff:feaa:17f4",66.151.176.62,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-z3-j1,2,4,25,"10.10.89.131, fe80::250:56ff:feaa:2592, 66.151.176.57, fe80::250:56ff:feaa:4db2",66.151.176.57,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-z2-j1,2,3.09765625,30.9765625,"66.151.176.229, fe80::250:56ff:feaa:72e8, 10.10.89.234, fe80::250:56ff:feaa:2b83",66.151.176.229,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-j5,2,4,30,"10.10.80.93, fe80::250:56ff:feaa:6afe, 66.151.176.32, fe80::250:56ff:feaa:43c2",66.151.176.32,centos 6.4,[tlc-openfire],,,,,,,,,,
ams-z6-j1,2,4,30,,82.201.93.53,centos 6.4,[tlc-openfire],,,,,,,,,,
cam-vm-cns1,1,2,10,"10.10.89.28, fe80::20c:29ff:feef:3689, 66.151.176.28, 66.151.176.100, fe80::20c:29ff:feef:3693",66.151.176.28,centos 5.8,[tlc-ntp-master],,,,,,,,,,
cam-z9-store,2,2,130,"10.10.80.244, fe80::250:56ff:feaa:551d",10.10.80.244,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z8-store,2,2,130,"10.10.80.243, fe80::250:56ff:feaa:224d",10.10.80.243,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z7-store,2,2,130,"10.10.80.242, fe80::250:56ff:feaa:1243",10.10.80.242,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z6-store,2,2,130,"10.10.80.241, fe80::250:56ff:feaa:4b84",10.10.80.241,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z4-store,2,2,130,"10.10.80.239, fe80::250:56ff:feaa:79ab",10.10.80.239,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z3-store,2,2,130,"10.10.80.238, fe80::250:56ff:feaa:e02",10.10.80.238,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z2-store,2,2,130,"10.10.80.237, fe80::250:56ff:feaa:7718",10.10.80.237,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
cam-z1-store,2,2,130,"10.10.80.235, fe80::250:56ff:feaa:4602",10.10.80.235,centos 6.4,[tlc-moosefs::zone_fs],,,,,,,,,,
ams-store1,2,2,130,,10.131.10.40,centos 6.4,[tlc-moosefs::voicemail],,,,,,,,,,
cam-store3,2,3,116,"10.10.89.54, fe80::250:56ff:feaa:407f",10.10.89.54,centos 6.3,[tlc-moosefs::portal],,,,,,,,,,
cam-store5,1,4,516,"10.10.80.114, fe80::250:56ff:feaa:912",10.10.80.114,centos 6.4,[tlc-moosefs::etl],,,,,,,,,,
cam-store4,2,2,116,"10.10.89.55, fe80::250:56ff:feaa:5326",10.10.89.55,centos 6.3,[tlc-moosefs::asterisk_sounds],,,,,,,,,,
ams-store4,2,2,130,,10.131.10.41,centos 6.4,[tlc-moosefs::asterisk_sounds],,,,,,,,,,
cam-vm-m2,2,2,30,"10.10.89.196, fe80::250:56ff:feaa:4ed4, 66.151.176.196, fe80::250:56ff:feaa:4ed5",66.151.176.196,centos 6.3,[tlc-meetme-server],,,,,,,,,,
cam-vm-m4,2,2,30,"10.10.89.198, fe80::250:56ff:feaa:4d16, 66.151.176.197, fe80::250:56ff:feaa:6a31",66.151.176.197,centos 6.4,[tlc-meetme-server],,,,,,,,,,
cam-m3,2,2,30,"10.10.80.160, fe80::250:56ff:feaa:4885, 66.151.176.125, fe80::250:56ff:feaa:3b5",66.151.176.125,centos 6.4,[tlc-meetme-server],,,,,,,,,,
cam-z4-lp1,2,2,30,"10.10.80.168, fe80::250:56ff:feaa:1b62, 66.151.176.147, fe80::250:56ff:feaa:7f17",66.151.176.147,centos 6.4,[tlc-lync-proxy],,,,,,,,,,
cam-z2-lp1,2,2,30,"10.10.89.210, fe80::250:56ff:feaa:5310, 66.151.176.171, fe80::250:56ff:feaa:7ce7",66.151.176.171,centos 6.4,[tlc-lync-proxy],,,,,,,,,,
cam-kafka3,2,2,30,"10.10.80.22, fe80::250:56ff:feaa:fc2",10.10.80.22,centos 6.4,[tlc-kafka],,,,,,,,,,
cam-kafka2,2,2,30,"10.10.80.17, fe80::250:56ff:feaa:6245",10.10.80.17,centos 6.4,[tlc-kafka],,,,,,,,,,
cam-kafka1,2,2,30,"10.10.80.10, fe80::250:56ff:feaa:54cf",10.10.80.10,centos 6.4,[tlc-kafka],,,,,,,,,,
cam-js2,2,4,100,"10.10.80.88, fe80::250:56ff:feaa:760e",10.10.80.88,centos 6.4,[tlc-jenkins-slave],,,,,,,,,,
cdn-dev-g1,4,2,30,"10.10.222.100, fe80::250:56ff:feaa:cc6, 198.41.28.133, fe80::250:56ff:feaa:462b",198.41.28.133,centos 6.4,[tlc-gateway],,,,,,,,,,
cam-vm-g15,2,2,30,"10.10.89.53, fe80::250:56ff:feaa:18a9, 66.151.176.44, fe80::250:56ff:feaa:18b1",66.151.176.44,centos 6.4,[tlc-gateway],,,,,,,,,,
cam-vm-g14,2,2,30,"10.10.89.76, fe80::250:56ff:feaa:18a6, 66.151.176.39, fe80::250:56ff:feaa:18ae",66.151.176.39,centos 6.4,[tlc-gateway],,,,,,,,,,
cam-f6,1,2,30,"10.10.89.93, fe80::250:56ff:feaa:377c, 66.151.176.63, fe80::250:56ff:feaa:345f",66.151.176.63,centos 6.4,[tlc-fax::inbound],,,,,,,,,,
cam-vm-u1,1,0.5,50,"66.151.176.245, fe80::250:56ff:feaa:367, 10.10.89.245, 10.10.89.138, fe80::20c:29ff:fef3:4a1, 10.10.90.245, fe80::20c:29ff:fef3:4ab",66.151.176.245,centos 5.7,[tlc-dns::slave]recipe[tlc-ntp-master],,,,,,,,,,
ams-u1,1,1,30,"10.131.10.245, fe80::250:56ff:feaa:6693, 82.201.93.54, fe80::250:56ff:feaa:6dd6",82.201.93.54,centos 6.4,[tlc-dns::slave] recipe[tpn-kickstart],,,,,,,,,,
cdn-util1,2,2,30,"10.10.222.14, fe80::250:56ff:feaa:5b34, 10.10.223.14, fe80::250:56ff:feaa:4243, 10.10.218.14, fe80::250:56ff:feaa:4794, 10.10.216.14, fe80::250:56ff:feaa:a30",10.10.222.14,centos 6.4,[tlc-dns::slave] [tpn-kickstart::dhcpd],,,,,,,,,,
cam-vm-net1,2,5,16,"10.10.89.146, fe80::20c:29ff:fe61:744f, 10.10.90.146, fe80::20c:29ff:fe61:7459",10.10.89.146,centos 6.2,[tlc-dns::master]recipe[tlc-openldap-master],,,,,,,,,,
cam-vm-dp2,2,2,30,"66.151.176.155, 10.10.89.155, fe80::250:56ff:feaa:5322, fe80::250:56ff:feaa:533c",66.151.176.155,centos 6.3,[tlc-dispatcher],,,,,,,,,,
cam-vm-dp1,2,2,30,"66.151.176.154, fe80::20c:29ff:fe16:1c4a, 10.10.89.154, fe80::20c:29ff:fe16:1c40",66.151.176.154,centos 6.3,[tlc-dispatcher],,,,,,,,,,
ams-dp1,2,2,30,,82.201.93.56,centos 6.4,[tlc-dispatcher],,,,,,,,,,
cam-store6,2,2,66,"10.10.80.167, fe80::250:56ff:feaa:32bc",10.10.80.167,centos 6.4,[tlc-device-provisioning::dps_moosefs],,,,,,,,,,
cam-db-portal-read1,2,10,190,"10.10.80.135, fe80::250:56ff:feaa:5918",10.10.80.135,centos 6.4,[tlc-db-slave::portal],,,,,,,,,,
cdn-dev-db1,2,2,30,"10.10.222.7, fe80::250:56ff:feaa:51ec",10.10.222.7,centos 6.4,[tlc-db-master::cf] [tlc-db-master::openfire_repl] [tlc-db-master::opensips] [tlc-db-master::ocp_data] [tlc-db-master::ocp],,,,,,,,,,
cam-db-apps1,2,8,40,"10.10.80.121, fe80::250:56ff:feaa:5cc2",10.10.80.121,centos 6.4,[tlc-db-master::alfresco] [tlc-db-master::chef] [tlc-db-master::confluence][tlc-db-master::fail2ban][tlc-db-master::fisheye][tlc-db-master::ipplan] [tlc-db-master::jira][tlc-db-master::rt_thinkingphones][tlc-db-master::timesheet],,,,,,,,,,
cam-db-backup1,2,8,330,"10.10.80.126, fe80::250:56ff:feaa:40b4",10.10.80.126,centos 6.4,[tlc-db-backups] [tlc-db-master::pentaho_etl_logs] [tlc-db-master::pentaho_hibernate] [tlc-db-master::pentaho_quartz][tlc-db-master::warehouse_staging],,,,,,,,,,
cam-vm-sgrp1,2,1,10,,10.10.80.229,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-nxst1,2,1,10,,10.10.80.221,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-neng1,2,2,16,"10.10.80.90, fe80::250:56ff:feaa:86a, 10.89.238.5, fe80::250:56ff:feaa:57e3",10.10.80.90,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-liuna1,2,1,10,"10.10.80.54, 10.89.244.5, fe80::250:56ff:feaa:31cc, fe80::250:56ff:feaa:446b, fe80::250:56ff:feaa:641b, 10.89.233.5",10.10.80.54,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-levnd1,2,2,10,,10.10.80.79,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-inno1,2,1,10,"10.10.80.53, fe80::20c:29ff:fea1:2487, 172.31.254.5, fe80::20c:29ff:fea1:2491",10.10.80.53,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-honsg1,2,2,10,"10.10.80.42, fe80::250:56ff:feaa:21da, fe80::250:56ff:feaa:3939, 10.89.241.5",10.10.80.42,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-hang1,2,1,10,"10.10.80.246, fe80::20c:29ff:fefa:8a9e, 10.11.89.5, fe80::20c:29ff:fefa:8aa8",10.10.80.246,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-vm-cnslo1,2,1,10,"10.10.80.101, fe80::250:56ff:feaa:40b1, 10.89.249.5, fe80::250:56ff:feaa:2562",10.10.80.101,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-tchcrp,2,2,10,"10.10.80.159, fe80::250:56ff:feaa:7870, 10.89.100.54, fe80::250:56ff:feaa:4185",10.10.80.159,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-mon-fglife,2,1,30,"10.10.80.134, fe80::250:56ff:feaa:40d5, 10.89.253.110, fe80::250:56ff:feaa:6d1e",10.10.80.134,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-meridian,2,2,10,"10.10.80.174, fe80::250:56ff:feaa:4b19, 10.89.100.30, fe80::250:56ff:feaa:1a98",10.10.80.174,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-libtax,1,2,10,"10.10.80.49, fe80::250:56ff:feaa:5bd1, 10.89.253.206, fe80::250:56ff:feaa:3e76",10.10.80.49,centos 6.4,[tlc-custmon],,,,,,,,,,
cam-fltc,2,2,10,"10.10.80.137, fe80::250:56ff:feaa:61f3, 10.89.100.14, fe80::250:56ff:feaa:5f17",10.10.80.137,centos 6.4,[tlc-custmon],,,,,,,,,,
cdn-dev-chef1,2,6,30,"10.10.222.15, fe80::250:56ff:feaa:27c9",10.10.222.15,centos 6.4,[tlc-chef],,,,,,,,,,
cam-chef1,2,7,30,"10.10.89.6, fe80::250:56ff:feaa:41b3",10.10.89.6,centos 6.4,[tlc-chef],,,,,,,,,,
cam-z1-call5,4,2,30,,66.151.176.225,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-z1-call4,4,2,30,,66.151.176.224,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-z1-call3,2,2,30,,66.151.176.223,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-z1-call2,4,2,30,,66.151.176.222,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-z1-call1,4,2,30,,66.151.176.221,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-vm-call5,4,2,30,,66.151.176.129,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-vm-call4,4,2,30,,66.151.176.128,centos 6.3,[tlc-call-server],,,,,,,,,,
cam-z9-call5,2,2,30,"10.10.89.88, fe80::250:56ff:feaa:1316, 66.151.176.185, fe80::250:56ff:feaa:4e89",66.151.176.185,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z9-call4,2,2,30,"10.10.89.84, fe80::250:56ff:feaa:4c0a, 66.151.176.184, fe80::250:56ff:feaa:8d9",66.151.176.184,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z9-call3,2,2,0,"10.10.89.69, fe80::250:56ff:feaa:2a61, 66.151.176.183, fe80::250:56ff:feaa:cba",66.151.176.183,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z9-call2,2,2,30,"10.10.89.67, fe80::250:56ff:feaa:5776, 66.151.176.182, fe80::250:56ff:feaa:302f",66.151.176.182,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z9-call1,2,2,30,"10.10.89.66, fe80::250:56ff:feaa:5ee2, 66.151.176.181, fe80::250:56ff:feaa:2a53",66.151.176.181,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z8-call5,2,4,30,"10.10.80.154, fe80::250:56ff:feaa:3ca4, 66.151.176.122, fe80::250:56ff:feaa:1fbc",66.151.176.122,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z8-call4,2,2,30,"10.10.80.153, fe80::250:56ff:feaa:5847, 66.151.176.119, fe80::250:56ff:feaa:638",66.151.176.119,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z8-call3,2,2,30,"10.10.80.152, fe80::250:56ff:feaa:c34, 66.151.176.117, fe80::250:56ff:feaa:1f2",66.151.176.117,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z8-call2,2,2,30,"10.10.80.151, fe80::250:56ff:feaa:b05, 66.151.176.116, fe80::250:56ff:feaa:50f3",66.151.176.116,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z8-call1,4,3,30,"10.10.80.150, fe80::250:56ff:feaa:4dc6, 66.151.176.114, fe80::250:56ff:feaa:7f4f",66.151.176.114,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z7-call5,2,2,30,"10.10.80.144, fe80::250:56ff:feaa:5bf7, 66.151.176.72, fe80::250:56ff:feaa:7f7a",66.151.176.72,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z7-call4,2,2,30,"10.10.80.143, fe80::250:56ff:feaa:5849, 66.151.176.71, fe80::250:56ff:feaa:48d3",66.151.176.71,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z7-call3,4,2,30,"10.10.80.142, fe80::250:56ff:feaa:7c39, 66.151.176.85, fe80::250:56ff:feaa:abe",66.151.176.85,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z7-call2,2,2,30,"10.10.80.141, fe80::250:56ff:feaa:4ac8, 66.151.176.65, fe80::250:56ff:feaa:6044",66.151.176.65,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z7-call1,2,2,30,"10.10.80.140, fe80::250:56ff:feaa:3ab4, 66.151.176.64, fe80::250:56ff:feaa:c65",66.151.176.64,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z6-call5,4,2,30,"10.10.80.204, fe80::250:56ff:feaa:2490, 66.151.176.143, fe80::250:56ff:feaa:7fa6",66.151.176.143,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z6-call4,2,2,30,"10.10.80.203, fe80::250:56ff:feaa:59fd, 66.151.176.142, fe80::250:56ff:feaa:6316",66.151.176.142,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z6-call3,2,2,30,"10.10.80.202, fe80::250:56ff:feaa:74cd, 66.151.176.141, fe80::250:56ff:feaa:5b98",66.151.176.141,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z6-call2,2,2,30,"10.10.80.201, fe80::250:56ff:feaa:7473, 66.151.176.138, fe80::250:56ff:feaa:413",66.151.176.138,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z6-call1,2,2,30,"10.10.80.200, fe80::250:56ff:feaa:e3, 66.151.176.137, fe80::250:56ff:feaa:3295",66.151.176.137,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z4-call5,2,2,30,"10.10.80.38, fe80::250:56ff:feaa:17c3, 66.151.176.59, fe80::250:56ff:feaa:a19",66.151.176.59,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z4-call4,6,3,30,"10.10.80.37, fe80::250:56ff:feaa:10a1, 66.151.176.45, fe80::250:56ff:feaa:3b9f",66.151.176.45,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z4-call3,2,2,30,"10.10.80.36, fe80::250:56ff:feaa:345c, 66.151.176.43, fe80::250:56ff:feaa:5551",66.151.176.43,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z4-call2,4,2,30,"10.10.80.35, fe80::250:56ff:feaa:fcf, 66.151.176.16, fe80::250:56ff:feaa:59e7",66.151.176.16,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z4-call1,2,2,30,"10.10.80.34, fe80::250:56ff:feaa:1cb5, 66.151.176.15, fe80::250:56ff:feaa:2286",66.151.176.15,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z3-call5,2,2,30,"10.10.89.176, fe80::250:56ff:feaa:14e7, 66.151.176.54, fe80::250:56ff:feaa:3026",66.151.176.54,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z3-call4,2,2,30,"10.10.89.160, fe80::250:56ff:feaa:75ae, 66.151.176.53, fe80::250:56ff:feaa:599b",66.151.176.53,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z3-call3,2,2,30,"10.10.89.159, 66.151.176.52, fe80::250:56ff:feaa:3ae6, fe80::250:56ff:feaa:2737",66.151.176.52,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z3-call2,2,2,30,"10.10.89.148, fe80::250:56ff:feaa:36fd, 66.151.176.51, fe80::250:56ff:feaa:4a4d",66.151.176.51,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z3-call1,2,2,30,"10.10.89.145, fe80::250:56ff:feaa:38d, 66.151.176.50, fe80::250:56ff:feaa:2214",66.151.176.50,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z2-call5,4,2,30,"66.151.176.231, fe80::250:56ff:feaa:6cf3, 10.10.89.229, fe80::250:56ff:feaa:629f",66.151.176.231,centos 6.4,[tlc-call-server],,,,,,,,,,
cam-z2-call4,4,2,30,"66.151.176.219, fe80::250:56ff:feaa:4fef, 10.10.89.228, fe80::250:56ff:feaa:61cd",66.151.176.219,centos 6.4,[tlc-call-server],,,,,,,,,,
